"Sujeitos","Itens","Ant","Verbo","RT","Pos","Estudo"
"1651782355","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",800,"7","Beraldo (2022)"
"1651782355","Camila fotografou os locais que trovejam frequentemente.","NP","PL",1192,"7","Beraldo (2022)"
"1651782355","Amanda olhou as colinas que venta rigorosamente.","NP","SG",1784,"7","Beraldo (2022)"
"1651782355","Roberto brincou nos desertos que ventam intensamente.","PP","PL",624,"7","Beraldo (2022)"
"1651782355","Ana amou os países que chovem torrencialmente.","NP","PL",928,"7","Beraldo (2022)"
"1651782355","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",767,"7","Beraldo (2022)"
"1651782355","Sandra morou nas cidades que neva moderadamente.","PP","SG",648,"7","Beraldo (2022)"
"1651782355","Letícia viu as serras que troveja diariamente.","NP","SG",968,"7","Beraldo (2022)"
"1651782355","Paulo visitou as nações que nevam excessivamente.","NP","PL",784,"7","Beraldo (2022)"
"1651782355","Nilton ficou nas planícies que venta loucamente.","PP","SG",624,"7","Beraldo (2022)"
"1651782355","Pedro avistou os montes que neva subitamente.","NP","SG",456,"7","Beraldo (2022)"
"1651782355","Gabriel adorou os estados que chove suavemente.","NP","SG",703,"7","Beraldo (2022)"
"1651785383","Nilton ficou nas planícies que venta loucamente.","PP","SG",1086,"7","Beraldo (2022)"
"1651785383","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",1138,"7","Beraldo (2022)"
"1651785383","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",1237,"7","Beraldo (2022)"
"1651785383","Letícia viu as serras que troveja diariamente.","NP","SG",711,"7","Beraldo (2022)"
"1651785383","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1500,"7","Beraldo (2022)"
"1651785383","Maria conheceu as regiões que ventam repentinamente.","NP","PL",1299,"7","Beraldo (2022)"
"1651785383","Camila fotografou os locais que trovejam frequentemente.","NP","PL",761,"7","Beraldo (2022)"
"1651785383","Ana amou os países que chovem torrencialmente.","NP","PL",812,"7","Beraldo (2022)"
"1651785383","Sandra morou nas cidades que neva moderadamente.","PP","SG",872,"7","Beraldo (2022)"
"1651785383","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",670,"7","Beraldo (2022)"
"1651785383","André correu nas praias que chovem frequentemente.","PP","PL",388,"7","Beraldo (2022)"
"1651785383","Amanda olhou as colinas que venta rigorosamente.","NP","SG",647,"7","Beraldo (2022)"
"1651785383","Pedro avistou os montes que neva subitamente.","NP","SG",629,"7","Beraldo (2022)"
"1651785383","Gabriel adorou os estados que chove suavemente.","NP","SG",536,"7","Beraldo (2022)"
"1651785383","Roberto brincou nos desertos que ventam intensamente.","PP","PL",669,"7","Beraldo (2022)"
"1651785383","Paulo visitou as nações que nevam excessivamente.","NP","PL",498,"7","Beraldo (2022)"
"1651786656","Sandra morou nas cidades que neva moderadamente.","PP","SG",342,"7","Beraldo (2022)"
"1651786656","Camila fotografou os locais que trovejam frequentemente.","NP","PL",349,"7","Beraldo (2022)"
"1651786656","Ana amou os países que chovem torrencialmente.","NP","PL",441,"7","Beraldo (2022)"
"1651786656","Gabriel adorou os estados que chove suavemente.","NP","SG",380,"7","Beraldo (2022)"
"1651786656","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",309,"7","Beraldo (2022)"
"1651786656","Amanda olhou as colinas que venta rigorosamente.","NP","SG",436,"7","Beraldo (2022)"
"1651786656","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",370,"7","Beraldo (2022)"
"1651786656","Pedro avistou os montes que neva subitamente.","NP","SG",511,"7","Beraldo (2022)"
"1651786656","Roberto brincou nos desertos que ventam intensamente.","PP","PL",401,"7","Beraldo (2022)"
"1651786656","Nilton ficou nas planícies que venta loucamente.","PP","SG",383,"7","Beraldo (2022)"
"1651786656","André correu nas praias que chovem frequentemente.","PP","PL",449,"7","Beraldo (2022)"
"1651786656","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",416,"7","Beraldo (2022)"
"1651786656","Letícia viu as serras que troveja diariamente.","NP","SG",386,"7","Beraldo (2022)"
"1651786656","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",437,"7","Beraldo (2022)"
"1651786656","Maria conheceu as regiões que ventam repentinamente.","NP","PL",450,"7","Beraldo (2022)"
"1651786656","Paulo visitou as nações que nevam excessivamente.","NP","PL",345,"7","Beraldo (2022)"
"1651787697","Ana amou os países que chovem torrencialmente.","NP","PL",2024,"7","Beraldo (2022)"
"1651787697","Sandra morou nas cidades que neva moderadamente.","PP","SG",552,"7","Beraldo (2022)"
"1651787697","André correu nas praias que chovem frequentemente.","PP","PL",559,"7","Beraldo (2022)"
"1651787697","Pedro avistou os montes que neva subitamente.","NP","SG",512,"7","Beraldo (2022)"
"1651787697","Camila fotografou os locais que trovejam frequentemente.","NP","PL",768,"7","Beraldo (2022)"
"1651787697","Gabriel adorou os estados que chove suavemente.","NP","SG",464,"7","Beraldo (2022)"
"1651787697","Roberto brincou nos desertos que ventam intensamente.","PP","PL",585,"7","Beraldo (2022)"
"1651787697","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",600,"7","Beraldo (2022)"
"1651787697","Amanda olhou as colinas que venta rigorosamente.","NP","SG",719,"7","Beraldo (2022)"
"1651787697","Paulo visitou as nações que nevam excessivamente.","NP","PL",448,"7","Beraldo (2022)"
"1651787697","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",632,"7","Beraldo (2022)"
"1651787697","Letícia viu as serras que troveja diariamente.","NP","SG",488,"7","Beraldo (2022)"
"1651787697","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",608,"7","Beraldo (2022)"
"1651787697","Nilton ficou nas planícies que venta loucamente.","PP","SG",641,"7","Beraldo (2022)"
"1651787697","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",456,"7","Beraldo (2022)"
"1651787697","Maria conheceu as regiões que ventam repentinamente.","NP","PL",535,"7","Beraldo (2022)"
"1651788011","Ana amou os países que chovem torrencialmente.","NP","PL",21988,"7","Beraldo (2022)"
"1651788011","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",703,"7","Beraldo (2022)"
"1651788011","Sandra morou nas cidades que neva moderadamente.","PP","SG",1092,"7","Beraldo (2022)"
"1651788011","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1281,"7","Beraldo (2022)"
"1651788011","Gabriel adorou os estados que chove suavemente.","NP","SG",634,"7","Beraldo (2022)"
"1651788011","Pedro avistou os montes que neva subitamente.","NP","SG",1208,"7","Beraldo (2022)"
"1651788011","André correu nas praias que chovem frequentemente.","PP","PL",606,"7","Beraldo (2022)"
"1651788011","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",526,"7","Beraldo (2022)"
"1651788011","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",744,"7","Beraldo (2022)"
"1651789107","Ana amou os países que chovem torrencialmente.","NP","PL",3567,"7","Beraldo (2022)"
"1651789107","Pedro avistou os montes que neva subitamente.","NP","SG",689,"7","Beraldo (2022)"
"1651789107","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",1233,"7","Beraldo (2022)"
"1651789107","Roberto brincou nos desertos que ventam intensamente.","PP","PL",847,"7","Beraldo (2022)"
"1651789107","André correu nas praias que chovem frequentemente.","PP","PL",768,"7","Beraldo (2022)"
"1651789107","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",800,"7","Beraldo (2022)"
"1651789107","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1152,"7","Beraldo (2022)"
"1651789107","Sandra morou nas cidades que neva moderadamente.","PP","SG",768,"7","Beraldo (2022)"
"1651789107","Paulo visitou as nações que nevam excessivamente.","NP","PL",480,"7","Beraldo (2022)"
"1651789107","Letícia viu as serras que troveja diariamente.","NP","SG",1023,"7","Beraldo (2022)"
"1651789107","Camila fotografou os locais que trovejam frequentemente.","NP","PL",528,"7","Beraldo (2022)"
"1651789107","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",590,"7","Beraldo (2022)"
"1651789107","Maria conheceu as regiões que ventam repentinamente.","NP","PL",480,"7","Beraldo (2022)"
"1651789107","Gabriel adorou os estados que chove suavemente.","NP","SG",544,"7","Beraldo (2022)"
"1651789107","Amanda olhou as colinas que venta rigorosamente.","NP","SG",399,"7","Beraldo (2022)"
"1651789107","Nilton ficou nas planícies que venta loucamente.","PP","SG",481,"7","Beraldo (2022)"
"1651793504","Gabriel adorou os estados que chove suavemente.","NP","SG",895,"7","Beraldo (2022)"
"1651793504","Camila fotografou os locais que trovejam frequentemente.","NP","PL",1732,"7","Beraldo (2022)"
"1651793504","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",1866,"7","Beraldo (2022)"
"1651793504","Pedro avistou os montes que neva subitamente.","NP","SG",1313,"7","Beraldo (2022)"
"1651793504","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",1119,"7","Beraldo (2022)"
"1651793504","André correu nas praias que chovem frequentemente.","PP","PL",514,"7","Beraldo (2022)"
"1651793504","Paulo visitou as nações que nevam excessivamente.","NP","PL",764,"7","Beraldo (2022)"
"1651793504","Sandra morou nas cidades que neva moderadamente.","PP","SG",973,"7","Beraldo (2022)"
"1651793504","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1294,"7","Beraldo (2022)"
"1651793504","Amanda olhou as colinas que venta rigorosamente.","NP","SG",410,"7","Beraldo (2022)"
"1651793504","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",617,"7","Beraldo (2022)"
"1651793504","Letícia viu as serras que troveja diariamente.","NP","SG",744,"7","Beraldo (2022)"
"1651793504","Ana amou os países que chovem torrencialmente.","NP","PL",2436,"7","Beraldo (2022)"
"1651793504","Roberto brincou nos desertos que ventam intensamente.","PP","PL",819,"7","Beraldo (2022)"
"1651793504","Maria conheceu as regiões que ventam repentinamente.","NP","PL",681,"7","Beraldo (2022)"
"1651793504","Nilton ficou nas planícies que venta loucamente.","PP","SG",554,"7","Beraldo (2022)"
"1651795039","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1071,"7","Beraldo (2022)"
"1651795039","Camila fotografou os locais que trovejam frequentemente.","NP","PL",827,"7","Beraldo (2022)"
"1651795039","Sandra morou nas cidades que neva moderadamente.","PP","SG",678,"7","Beraldo (2022)"
"1651795039","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",579,"7","Beraldo (2022)"
"1651795039","Pedro avistou os montes que neva subitamente.","NP","SG",557,"7","Beraldo (2022)"
"1651795039","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",561,"7","Beraldo (2022)"
"1651795039","Nilton ficou nas planícies que venta loucamente.","PP","SG",611,"7","Beraldo (2022)"
"1651795039","Paulo visitou as nações que nevam excessivamente.","NP","PL",538,"7","Beraldo (2022)"
"1651795039","Ana amou os países que chovem torrencialmente.","NP","PL",413,"7","Beraldo (2022)"
"1651795039","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",333,"7","Beraldo (2022)"
"1651795039","André correu nas praias que chovem frequentemente.","PP","PL",438,"7","Beraldo (2022)"
"1651795039","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",378,"7","Beraldo (2022)"
"1651795039","Maria conheceu as regiões que ventam repentinamente.","NP","PL",312,"7","Beraldo (2022)"
"1651795039","Letícia viu as serras que troveja diariamente.","NP","SG",395,"7","Beraldo (2022)"
"1651795039","Amanda olhou as colinas que venta rigorosamente.","NP","SG",777,"7","Beraldo (2022)"
"1651795039","Gabriel adorou os estados que chove suavemente.","NP","SG",417,"7","Beraldo (2022)"
"1651701439","Paulo visitou as nações que nevam excessivamente.","NP","PL",215,"7","Beraldo (2022)"
"1651701439","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",264,"7","Beraldo (2022)"
"1651701439","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",432,"7","Beraldo (2022)"
"1651701439","Letícia viu as serras que troveja diariamente.","NP","SG",232,"7","Beraldo (2022)"
"1651701439","Pedro avistou os montes que neva subitamente.","NP","SG",272,"7","Beraldo (2022)"
"1651701439","André correu nas praias que chovem frequentemente.","PP","PL",232,"7","Beraldo (2022)"
"1651701439","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",280,"7","Beraldo (2022)"
"1651701439","Camila fotografou os locais que trovejam frequentemente.","NP","PL",208,"7","Beraldo (2022)"
"1651701439","Ana amou os países que chovem torrencialmente.","NP","PL",512,"7","Beraldo (2022)"
"1651701439","Nilton ficou nas planícies que venta loucamente.","PP","SG",240,"7","Beraldo (2022)"
"1651701439","Gabriel adorou os estados que chove suavemente.","NP","SG",527,"7","Beraldo (2022)"
"1651701439","Roberto brincou nos desertos que ventam intensamente.","PP","PL",344,"7","Beraldo (2022)"
"1651701439","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",208,"7","Beraldo (2022)"
"1651701439","Maria conheceu as regiões que ventam repentinamente.","NP","PL",288,"7","Beraldo (2022)"
"1651701439","Amanda olhou as colinas que venta rigorosamente.","NP","SG",232,"7","Beraldo (2022)"
"1651701439","Sandra morou nas cidades que neva moderadamente.","PP","SG",327,"7","Beraldo (2022)"
"1651701589","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",683,"7","Beraldo (2022)"
"1651701589","Camila fotografou os locais que trovejam frequentemente.","NP","PL",831,"7","Beraldo (2022)"
"1651701589","Maria conheceu as regiões que ventam repentinamente.","NP","PL",1102,"7","Beraldo (2022)"
"1651701589","Sandra morou nas cidades que neva moderadamente.","PP","SG",963,"7","Beraldo (2022)"
"1651701589","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",991,"7","Beraldo (2022)"
"1651701589","André correu nas praias que chovem frequentemente.","PP","PL",505,"7","Beraldo (2022)"
"1651701589","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1053,"7","Beraldo (2022)"
"1651701589","Ana amou os países que chovem torrencialmente.","NP","PL",1193,"7","Beraldo (2022)"
"1651701589","Gabriel adorou os estados que chove suavemente.","NP","SG",752,"7","Beraldo (2022)"
"1651701589","Paulo visitou as nações que nevam excessivamente.","NP","PL",1291,"7","Beraldo (2022)"
"1651701589","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1164,"7","Beraldo (2022)"
"1651701589","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",841,"7","Beraldo (2022)"
"1651701589","Amanda olhou as colinas que venta rigorosamente.","NP","SG",703,"7","Beraldo (2022)"
"1651701589","Letícia viu as serras que troveja diariamente.","NP","SG",1098,"7","Beraldo (2022)"
"1651701589","Nilton ficou nas planícies que venta loucamente.","PP","SG",742,"7","Beraldo (2022)"
"1651701589","Pedro avistou os montes que neva subitamente.","NP","SG",1439,"7","Beraldo (2022)"
"1651701730","Camila fotografou os locais que trovejam frequentemente.","NP","PL",988,"7","Beraldo (2022)"
"1651701730","Letícia viu as serras que troveja diariamente.","NP","SG",1377,"7","Beraldo (2022)"
"1651701730","André correu nas praias que chovem frequentemente.","PP","PL",1567,"7","Beraldo (2022)"
"1651701730","Ana amou os países que chovem torrencialmente.","NP","PL",1383,"7","Beraldo (2022)"
"1651701730","Amanda olhou as colinas que venta rigorosamente.","NP","SG",1156,"7","Beraldo (2022)"
"1651701730","Maria conheceu as regiões que ventam repentinamente.","NP","PL",1803,"7","Beraldo (2022)"
"1651701730","Sandra morou nas cidades que neva moderadamente.","PP","SG",1156,"7","Beraldo (2022)"
"1651701730","Nilton ficou nas planícies que venta loucamente.","PP","SG",981,"7","Beraldo (2022)"
"1651701730","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1095,"7","Beraldo (2022)"
"1651701730","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",878,"7","Beraldo (2022)"
"1651701730","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",677,"7","Beraldo (2022)"
"1651701730","Gabriel adorou os estados que chove suavemente.","NP","SG",664,"7","Beraldo (2022)"
"1651701730","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",887,"7","Beraldo (2022)"
"1651701730","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",1225,"7","Beraldo (2022)"
